sailorID,champNum,sailNo,firstname,Surname,Region,nat,lightRating,midRating,heavyRating,overallRating,rank,events,lastEventDate
gb-7077-joswa,290,47077,joseph,warwicker,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-8600-edwcr,318,48600,edwin,cross,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-5170-hugva,548,45170,hugo,valentine,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-5047-samcr,571,45047,samson,cross,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-8153-leoya,317,48153,leo,yates,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-8100-roopu,70,48100,roo,purves,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-7879-oscfr,238,47879,oscar,fry,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-8603-danpa,426,48603,dan,palmer,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-5770-bjoha,690,45770,bjorn,handley,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-8433-robph,532,48433,robin,phipps,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-6771-alfno,346,46771,alfie,noel,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-8678-kaiwy,584,48678,kaitlyn,wyatt,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-7601-tommo,658,47601,tom,moss,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-8617-immre,108,48617,immi,rees,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-8451-daifi,519,48451,daisy,fisher,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-7680-olije,155,47680,oliver,jennings,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-6989-jadbr,305,46989,jadon,brockdorff-kennedy,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-7731-finca,191,47731,finn,caddy,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-8098-haymo,545,48098,hayden,moore,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-7927-reuhu,669,47927,reuben,hudson,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-8663-eriyo,179,48663,erin,young,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-8586-finmo,134,48586,finn,morgan,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
gb-7649-jibbo,654,47649,jibriel,bostan,NA,GBR,1500.0,1500.0,1500.0,1500.0,0,0,0
